device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,1,1,1,448,0.01,0,0.001,0.356,0,0.14
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,2,1,1,448,0.005,0,0.001,0.256,0,0.138
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,4,1,1,448,0.005,0,0.001,0.254,0.001,0.126
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,8,1,1,448,0.005,0,0.001,0.241,0,0.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,16,1,1,448,0.005,0,0.001,0.188,0,0.052
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,32,1,1,448,0.005,0,0.001,0.08,0,0.047
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,64,1,1,448,0.005,0,0.001,0.062,0,0.042
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,128,1,1,448,0.005,0,0.001,0.068,0,0.078
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,256,1,1,448,0.005,0,0.001,0.064,0,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,512,1,1,448,0.005,0,0.001,0.061,0,0.072
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,59,832,1024,1,1,448,0.005,0,0,-1,-1,-1
