device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,1,1,1,512,0.015,0,0.002,0.339,0,0.156
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,2,1,1,512,0.01,0,0.001,0.249,0.001,0.156
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,4,1,1,512,0.01,0,0.001,0.232,0,0.119
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,8,1,1,512,0.01,0,0.002,0.261,0.001,0.094
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,16,1,1,512,0.01,0,0.001,0.186,0,0.084
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,32,1,1,512,0.009,0.001,0.001,0.12,0.001,0.075
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,64,1,1,512,0.009,0,0,0.093,0.001,0.074
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,912,101,128,1,1,512,0.01,0,0.001,0.076,0,0.081
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,270,14,256,1,1,512,0.009,0,0.001,0.062,0,0.07
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,270,14,512,1,1,512,0.009,0.001,0.001,0.057,0.001,0.071
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,270,14,1024,1,1,512,0.009,0,0.001,-1,-1,-1
