device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1,1,1,2,14.225,0.781,0.002,1.265,0.942,0.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,2,1,1,2,13.392,0.693,0.001,0.837,0.519,0.108
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,4,1,1,2,13.413,0.685,0,0.631,0.343,0.125
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,8,1,1,2,13.39,0.704,0,0.494,0.173,0.096
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,16,1,1,2,13.389,0.677,0.001,0.43,0.153,0.132
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,32,1,1,2,13.374,0.666,0,0.428,0.092,0.101
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,64,1,1,2,13.374,0.677,0.001,0.447,0.07,0.065
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,128,1,1,2,13.37,0.661,0.001,0.366,0.066,0.101
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,256,1,1,2,13.373,0.64,0.001,0.454,0.053,0.109
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,512,1,1,2,13.361,0.631,0.001,0.426,0.058,0.099
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1024,1,1,2,13.373,0.65,0,0.49,0.046,0.102
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1,1,1,2,19.926,1.354,0.002,12.924,0.919,0.14
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,2,1,1,2,13.391,0.63,0.001,0.699,0.485,0.127
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,4,1,1,2,13.393,0.645,0.001,0.466,0.241,0.102
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,8,1,1,2,13.39,0.641,0.001,0.374,0.13,0.131
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,16,1,1,2,13.375,0.621,0.001,0.3,0.066,0.13
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,32,1,1,2,14.07,0.581,0.001,0.24,0.044,0.064
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,64,1,1,2,13.39,0.569,0.001,0.26,0.03,0.097
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,128,1,1,2,13.378,0.549,0.001,0.281,0.021,0.105
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,256,1,1,2,13.363,0.542,0.001,0.254,0.014,0.059
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,512,1,1,2,13.356,0.547,0.001,0.274,0.01,0.059
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1024,1,1,2,13.379,0.553,0.001,0.323,0.008,0.062
