device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,1,1,1,10,54.858,7.054,0.002,6.336,3.374,0.177
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,2,1,1,10,50.964,5.16,0.001,3.215,1.737,0.119
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,4,1,1,10,50.371,5.181,0.002,2.035,0.948,0.17
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,8,1,1,10,50.511,5.102,0.001,1.341,0.565,0.171
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,16,1,1,10,50.2,5.005,0.002,1.077,0.314,0.11
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,32,1,1,10,50.157,4.915,0.001,0.792,0.206,0.113
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,64,1,1,10,50.216,4.84,0.001,0.7,0.097,0.109
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,128,1,1,10,50.207,4.801,0.002,0.679,0.067,0.119
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,256,1,1,10,51.326,6.157,0.001,0.738,0.044,0.077
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,512,1,1,10,51.365,6.211,0.002,0.854,0.033,0.082
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,1024,1,1,10,51.028,6.173,0.001,0.989,0.021,0.074
