device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,1,1,1,128,668.319,86.302,0.004,368.615,65.41,1.863
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,2,1,1,128,665.12,68.724,0.004,290.898,65.273,2.054
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,4,1,1,128,669.794,70.679,0.003,135.359,63.82,1.957
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,8,1,1,128,665.346,66.239,0.003,86.006,65.14,2.047
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,16,1,1,128,663.296,70.492,0.004,76.755,64.436,1.9
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,32,1,1,128,668.056,69.935,0.003,53.475,65.265,1.849
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,64,1,1,128,668.498,70.234,0.004,56.728,63.263,1.765
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,128,1,1,128,668.01,70.18,0.004,105.253,63.583,1.785
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,256,1,1,128,665.428,67.391,0.004,126.991,64.806,1.887
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,512,1,1,128,663.114,70.378,0.003,129.575,66.301,1.856
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Memory,ONE_D,3.35544e+07,1024,1,1,128,664.914,68.832,0.003,137.887,63.557,1.953
