device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,91.685,22.588,0.002,311437,0.015,1.176
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,91.688,19.528,0.002,311444,0.001,1.24
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,91.792,20.994,0.001,311422,0.002,1.317
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,91.82,16.858,0.002,311445,0.001,1.377
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,91.645,19.905,0.001,311435,0.002,1.738
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,91.668,25.42,0.002,311619,0.001,2.529
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,92.81,21.047,0.002,311544,0.001,2.297
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,98.769,25.994,0.002,312067,0.001,2.161
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,256,1,1,16,96.346,24.237,0.002,312145,0.001,1.34
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,512,1,1,16,93.975,20.108,0.002,314097,0.001,1.343
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,1024,1,1,16,92.237,21.558,0.003,314244,0.002,2.102
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,97.63,22.285,0.002,311453,0.001,1.004
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,91.559,15.324,0.002,311464,0.001,1.041
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,91.682,20.171,0.002,311439,0.001,1.059
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,91.756,19.795,0.003,311461,0,1.264
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,91.689,16.86,0.002,311464,0.001,1.179
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,91.722,20.202,0.002,311569,0.001,2.701
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,97.868,15.349,0.002,311667,0.001,3.348
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,104.31,20.378,0.002,312084,0.001,1.363
