device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,1,1,1,10,153.867,117.969,0.007,463.711,0.002,2.729
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,2,1,1,10,155.283,119.93,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,4,1,1,10,155.106,117.92,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,8,1,1,10,154.573,104.74,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,16,1,1,10,155.319,95.453,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,32,1,1,10,154.863,99.016,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,64,1,1,10,154.728,95.263,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,128,1,1,10,155.166,105.399,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,256,1,1,10,154.901,95.86,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,512,1,1,10,157.159,98.421,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,1024,1,1,10,154.856,99.496,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,1,1,1,10,154.648,99.438,0.007,393.331,0.002,2.21
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,2,1,1,10,155.206,92.287,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,4,1,1,10,155.25,90.47,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,8,1,1,10,155.023,91.462,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,16,1,1,10,154.958,90.345,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,32,1,1,10,155.01,91.381,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,64,1,1,10,155.136,91.521,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,128,1,1,10,159.028,93.152,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,256,1,1,10,155.066,93.01,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,512,1,1,10,155.299,92.43,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,10,1145,1145,3,1024,1,1,10,179.462,93.435,0.003,-1,-1,-1
