device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,1,1,1,320,0.008,0,0.001,0.302,0,0.08
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,2,1,1,320,0.004,0,0.001,0.264,0.001,0.078
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,4,1,1,320,0.005,0,0,0.252,0.001,0.075
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,8,1,1,320,0.005,0,0.001,0.211,0,0.047
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,16,1,1,320,0.004,0,0.001,0.131,0,0.041
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,32,1,1,320,0.004,0,0,0.071,0,0.036
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,64,1,1,320,0.004,0,0,0.086,0,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,128,1,1,320,0.004,0,0,0.068,0,0.065
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,256,1,1,320,0.004,0,0,0.061,0,0.064
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,512,1,1,320,0.003,0,0,0.063,0,0.065
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,753,562,1024,1,1,320,0.003,0,0.001,-1,-1,-1
