device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,1,1,1,5,4.288,6.808,0.002,6.006,0.136,0.08
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,2,1,1,5,11.454,3.267,0.002,4.729,0.127,0.155
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,4,1,1,5,9.823,3.091,0.001,3.81,0.166,0.102
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,8,1,1,5,7.821,3.336,0.002,4.876,0.135,0.182
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,16,1,1,5,11.748,2.877,0.002,4.789,0.129,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,32,1,1,5,8.645,2.621,0.001,3.74,0.17,0.124
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,64,1,1,5,10.498,3.379,0.001,3.866,0.169,0.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,128,1,1,5,9.699,3.108,0.002,4.657,0.128,0.183
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,256,1,1,5,8.051,2.929,0.002,4.406,0.267,0.144
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,512,1,1,5,9.28,3.376,0.001,3.617,0.118,0.124
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,1024,1,1,5,7.438,3.586,0.001,4.685,0.173,0.19
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,1,1,1,5,8.548,4.593,0.001,3.738,0.222,0.176
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,2,1,1,5,5.857,2.483,0.001,3.685,0.098,0.07
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,4,1,1,5,4.218,1.414,0.001,2.427,0.093,0.074
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,8,1,1,5,8.002,2.311,0.002,3.605,0.201,0.175
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,65536,16,1,1,5,4.211,2.259,0.003,2.867,0.108,0.081
