device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,1,1,1,832,0.009,0,0.002,0.207,0,0.075
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,2,1,1,832,0.005,0,0.001,0.16,0.001,0.06
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,4,1,1,832,0.005,0,0,0.22,0,0.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,8,1,1,832,0.005,0,0,0.17,0,0.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,16,1,1,832,0.005,0,0,0.129,0,0.049
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,32,1,1,832,0.005,0.001,0,0.073,0.001,0.042
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,64,1,1,832,0.005,0,0,0.103,0.001,0.044
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,128,1,1,832,0.005,0,0,0.051,0,0.04
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,256,1,1,832,0.005,0,0.001,0.043,0,0.04
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,512,1,1,832,0.005,0,0,0.043,0,0.039
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,18,65,1024,1,1,832,0.005,0,0,-1,-1,-1
