device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,1,1,1,32,243.182,46.835,0.003,1.24747e+06,0.001,1.019
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,2,1,1,32,183.492,33.679,0.002,1.24759e+06,0.001,1.137
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,4,1,1,32,183.372,38.147,0.003,1.24749e+06,0.002,0.991
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,8,1,1,32,183.456,35.29,0.003,1.24782e+06,0.001,1.079
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,16,1,1,32,187.279,33.432,0.002,1.2478e+06,0.001,1.814
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,32,1,1,32,183.484,36.662,0.003,1.24783e+06,0.001,1.028
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,64,1,1,32,183.428,31.888,0.003,1.24833e+06,0.001,1.101
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,128,1,1,32,183.965,31.512,0.003,1.24887e+06,0.001,2.865
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,256,1,1,32,185.988,36.677,0.003,1.24978e+06,0.001,1.004
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,512,1,1,32,187.844,34.443,0.003,1.25072e+06,0.001,1.043
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,1024,1,1,32,184.467,39.251,0.003,1.2582e+06,0.001,1.682
