device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,8,8,1,576,6127.43,567.464,0.003,2.03005e+06,297.892,8.058
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,8,16,1,576,5967.55,571.807,0.004,1.8563e+06,295.45,7.837
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,8,32,1,576,5971.81,574.284,0.004,2.00606e+06,307.855,8.087
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,8,64,1,576,5969.61,584.434,0.003,1.86497e+06,294.768,13.313
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,8,128,1,576,5968.5,571.555,0.003,1.82823e+06,297.391,15.837
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,16,8,1,576,5967.07,570.85,0.003,2.6768e+06,299.979,11.314
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,16,16,1,576,5968.53,587.995,0.018,2.67425e+06,303.105,16.206
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,16,32,1,576,5971.34,587.058,0.004,2.67248e+06,295.419,8.319
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,16,64,1,576,5967.75,570.422,0.003,2.67069e+06,295.18,16.29
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,32,8,1,576,5966.65,569.73,0.003,2.67977e+06,295.642,13.654
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,32,16,1,576,5966.92,572.199,0.004,2.67497e+06,292.38,8.04
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,32,32,1,576,5968.22,569.751,0.003,2.66197e+06,302.425,13.896
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,64,8,1,576,5967.03,570.628,0.003,2.82362e+06,297.338,8.164
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,64,16,1,576,5966.8,571.671,0.004,2.81312e+06,300.075,8.359
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MatrixMultiplication,TWO_D,12288,12288,12288,128,8,1,576,5969.68,570.872,0.003,2.81328e+06,296.554,10.827
