device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,1,1,1,36,206.524,45.056,0.003,1.57898e+06,0.001,1.16
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,2,1,1,36,206.082,35.647,0.003,1.57871e+06,0.002,1.094
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,4,1,1,36,210.723,45.811,0.003,1.57933e+06,0.001,1.104
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,8,1,1,36,215.155,35.553,0.003,1.57956e+06,0.001,1.14
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,16,1,1,36,205.609,42.171,0.003,1.57973e+06,0.001,1.068
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,32,1,1,36,208.972,34.37,0.003,1.57966e+06,0.002,1.738
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,64,1,1,36,214.078,38.47,0.003,1.57965e+06,0.001,4.212
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,128,1,1,36,213.738,38.143,0.003,1.5806e+06,0.001,1.144
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,256,1,1,36,216.167,39.666,0.005,1.58192e+06,0.002,4.673
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,512,1,1,36,217.786,37.956,0.003,1.5854e+06,0.002,1.851
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,1024,1,1,36,211.909,45.813,0.003,1.58346e+06,0.001,4.443
