device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,1,1,1,896,0.016,0,0.002,0.354,0.001,0.128
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,2,1,1,896,0.006,0.001,0,0.152,0.001,0.116
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,4,1,1,896,0.005,0,0.001,0.171,0,0.054
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,8,1,1,896,0.006,0,0.001,0.169,0.001,0.054
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,16,1,1,896,0.005,0,0,0.139,0,0.05
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,32,1,1,896,0.011,0,0,0.079,0,0.044
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,64,1,1,896,0.005,0.001,0,0.06,0.001,0.042
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,128,1,1,896,0.005,0,0.001,0.05,0,0.04
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,256,1,1,896,0.005,0,0,0.045,0.001,0.039
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,512,1,1,896,0.004,0,0,0.058,0,0.07
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,816,844,1024,1,1,896,0.009,0,0.001,-1,-1,-1
