device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,1,1,11.9973,276.714,0.092,0.002,492.974,0.008,1.057
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,2,1,11.9973,267.206,0.091,0.002,439.325,0.006,1.053
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,4,1,11.9973,267.957,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,8,1,11.9973,267.776,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,16,1,11.9973,267.657,0.052,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,32,1,11.9973,267.656,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,64,1,11.9973,268.036,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,128,1,11.9973,267.592,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,256,1,11.9973,267.655,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,512,1,11.9973,268.616,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,1024,1,11.9973,268.048,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,1,1,11.9973,267.348,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,2,1,11.9973,267.721,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,4,1,11.9973,268.046,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,8,1,11.9973,267.631,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,16,1,11.9973,267.624,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,32,1,11.9973,267.688,0.052,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,64,1,11.9973,268.904,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,128,1,11.9973,267.613,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,256,1,11.9973,267.682,0.052,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,512,1,11.9973,267.992,0.054,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,1,1,11.9973,267.562,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,2,1,11.9973,267.682,0.053,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,4,1,11.9973,267.772,0.05,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,8,1,11.9973,268.848,0.051,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,16,1,11.9973,267.593,0.052,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,32,1,11.9973,267.626,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,64,1,11.9973,267.867,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,128,1,11.9973,267.963,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,256,1,11.9973,267.42,0.055,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,1,1,11.9973,267.575,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,2,1,11.9973,268.122,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,4,1,11.9973,268.51,0.055,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,8,1,11.9973,267.558,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,16,1,11.9973,267.678,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,32,1,11.9973,268.358,0.051,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,64,1,11.9973,267.418,0.055,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,8,128,1,11.9973,267.568,0.053,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,1,1,11.9973,268.559,0.054,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,2,1,11.9973,268.765,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,4,1,11.9973,267.625,0.055,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,8,1,11.9973,267.576,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,16,1,11.9973,267.709,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,32,1,11.9973,268.068,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,16,64,1,11.9973,267.625,0.054,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,32,1,1,11.9973,267.647,0.05,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,32,2,1,11.9973,268.749,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,32,4,1,11.9973,267.603,0.055,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,32,8,1,11.9973,267.567,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,32,16,1,11.9973,267.57,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,32,32,1,11.9973,274.249,0.053,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,64,1,1,11.9973,267.599,0.056,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,64,2,1,11.9973,267.551,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,64,4,1,11.9973,267.725,0.052,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,64,8,1,11.9973,268.712,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,64,16,1,11.9973,267.523,0.054,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,128,1,1,11.9973,267.562,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,128,2,1,11.9973,267.999,0.055,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,128,4,1,11.9973,267.536,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,128,8,1,11.9973,267.558,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,256,1,1,11.9973,267.639,0.052,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,256,2,1,11.9973,268.802,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,256,4,1,11.9973,267.477,0.055,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,512,1,1,11.9973,267.507,0.053,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,512,2,1,11.9973,267.346,0.054,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1024,1,1,11.9973,267.966,0.052,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,1,1,11.9973,259.098,0.093,0.002,492.671,0.006,0.574
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,2,1,11.9973,259.208,0.085,0.003,425.35,0.004,0.603
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,4,1,11.9973,258.716,0.083,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,8,1,11.9973,260.912,0.083,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,16,1,11.9973,262.438,0.084,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,32,1,11.9973,264.354,0.09,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,64,1,11.9973,264.577,0.084,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,128,1,11.9973,263.033,0.086,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,256,1,11.9973,263.972,0.086,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,512,1,11.9973,264.149,0.085,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,1,1024,1,11.9973,263.736,0.083,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,1,1,11.9973,263.857,0.082,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,2,1,11.9973,263.948,0.084,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,4,1,11.9973,264.856,0.083,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,8,1,11.9973,262.504,0.087,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,16,1,11.9973,264.423,0.087,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,32,1,11.9973,263.431,0.087,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,64,1,11.9973,264.788,0.085,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,128,1,11.9973,263.392,0.087,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,256,1,11.9973,263.828,0.086,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,2,512,1,11.9973,264.439,0.088,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,627,1254,4,4,1,1,11.9973,264.02,0.084,0.003,-1,-1,-1
