device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1,1,1,327,1760.61,170.109,0.004,187.975,11.966,2.03
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,2,1,1,327,1754.92,164.57,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,4,1,1,327,1758.07,164.429,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,8,1,1,327,1755.23,163.9,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,16,1,1,327,1755.63,163.454,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,32,1,1,327,1757.11,162.719,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,64,1,1,327,1754.86,163.01,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,128,1,1,327,1754.98,166.178,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,256,1,1,327,1758.94,164.8,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,512,1,1,327,1756.43,163.593,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1024,1,1,327,1756.09,163.226,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1,1,1,327,1760.35,167.75,0.004,179.601,17.38,2.339
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,2,1,1,327,1755.65,167.236,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,4,1,1,327,1757.44,164.06,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,8,1,1,327,1758.04,164.44,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,16,1,1,327,1758.37,164.272,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,32,1,1,327,1759.01,164.417,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,64,1,1,327,1758.11,164.418,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,128,1,1,327,1758.8,164.259,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,256,1,1,327,1758.46,164.421,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,512,1,1,327,1757.31,165.31,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1024,1,1,327,1759.43,164.48,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1,1,1,327,1765.61,177.443,0.004,179.927,17.333,2.463
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,2,1,1,327,1755.31,169.534,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,4,1,1,327,1757.72,163.254,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,8,1,1,327,1759.08,163.513,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,16,1,1,327,1759.11,163.551,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,32,1,1,327,1759.97,163.324,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,64,1,1,327,1759.68,163.317,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,128,1,1,327,1758.79,163.544,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,256,1,1,327,1759.06,163.754,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,512,1,1,327,1758.63,163.584,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1024,1,1,327,1758.47,165.165,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,1,1,1,327,1763.56,161.938,0.004,179.833,17.274,2.514
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,2,1,1,327,1752.69,167.567,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,4,1,1,327,1757.89,162.613,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,8,1,1,327,1758.66,163.291,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,4.29916e+06,16,1,1,327,1759.44,163.436,0.004,-1,-1,-1
