device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,1,1,1,18,133.269,14.065,0.002,11.953,7.854,0.288
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,2,1,1,18,123.675,12.177,0.003,5.61,3.951,0.27
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,4,1,1,18,122.584,11.782,0.002,3.342,2.014,0.236
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,8,1,1,18,121.578,11.576,0.002,2.488,1.111,0.243
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,16,1,1,18,121.224,11.106,0.001,1.818,0.627,0.242
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,32,1,1,18,120.176,10.934,0.002,1.36,0.385,0.212
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,64,1,1,18,120.25,10.904,0.003,1.24,0.183,0.196
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,128,1,1,18,120.511,10.847,0.002,1.115,0.093,0.139
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,256,1,1,18,120.478,10.674,0.001,1.151,0.063,0.135
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,512,1,1,18,122.457,12.712,0.003,1.394,0.073,0.208
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,1024,1,1,18,122.393,12.743,0.001,1.588,0.061,0.221
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,1,1,1,18,104.301,9.053,0.002,11.464,5.94,0.707
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,2,1,1,18,95.792,8.959,0.001,29.007,3.07,0.32
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,4,1,1,18,93.483,8.505,0.001,2.91,1.579,0.371
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,8,1,1,18,91.823,8.296,0.002,2.108,0.902,0.381
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,16,1,1,18,91.607,8.136,0.001,1.48,0.55,0.344
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,32,1,1,18,90.907,8.138,0.001,1.244,0.295,0.358
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,64,1,1,18,90.869,8.045,0.002,1.078,0.165,0.338
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,128,1,1,18,90.662,7.983,0.001,1.04,0.107,0.269
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,256,1,1,18,90.735,7.947,0.001,1.107,0.077,0.249
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,512,1,1,18,90.296,7.977,0.002,1.305,0.071,0.254
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,1024,1,1,18,91.846,8.421,0.001,1.457,0.059,0.27
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,1,1,1,18,100.083,10.457,0.003,10.486,5.887,0.307
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,2,1,1,18,97.224,10.211,0.002,4.835,3.033,0.253
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,4,1,1,18,93.549,10.075,0.002,3.026,3.856,0.31
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,8,1,1,18,91.592,9.277,0.002,2.199,0.876,0.232
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,16,1,1,18,91.087,8.809,0.001,1.638,0.482,0.22
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,32,1,1,18,90.812,8.399,0.002,1.191,0.237,0.203
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,64,1,1,18,90.563,8.342,0.001,1.01,0.129,0.139
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,128,1,1,18,90.322,8.242,0.001,0.969,0.073,0.128
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,256,1,1,18,90.681,8.117,0.001,1.031,0.044,0.126
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,512,1,1,18,90.605,8.166,0.002,1.227,0.031,0.129
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.17965e+06,1024,1,1,18,90.663,8.182,0.001,1.401,0.023,0.146
