device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4797.35,356.53,0.003,360.3,0.013,3.04
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,2,1,1,711,4785.42,357.632,0.003,319.174,0.012,3.519
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,4,1,1,711,4778.64,366.497,0.004,298.502,0.011,3.095
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,8,1,1,711,4775.79,359.185,0.003,280.912,0.011,3.709
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,16,1,1,711,4778.21,360.203,0.003,275.592,0.011,3.47
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,32,1,1,711,4775.56,362.121,0.003,268.362,0.011,3.109
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,64,1,1,711,4778.64,359.257,0.003,264.852,0.016,3.432
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,128,1,1,711,4785.32,357.918,0.003,271.103,0.024,3.275
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,256,1,1,711,4785.68,358.59,0.004,263.62,0.01,3.556
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,512,1,1,711,4787.21,359.026,0.004,268.131,0.016,3.085
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1024,1,1,711,4775.54,357.559,0.003,265.207,0.016,3.711
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4777.26,394.731,0.002,359.682,0.02,4.004
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,2,1,1,711,4779.03,395.541,0.004,321.341,0.016,3.94
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,4,1,1,711,4779.13,398.557,0.003,296.343,0.014,4.551
