device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,1,1,1,200,1070.08,128.083,0.002,112.956,14.084,1.605
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,2,1,1,200,1071.24,110.47,0.002,95.095,13.056,1.721
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,4,1,1,200,1070.49,105.444,0.002,93.964,7.874,1.778
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,8,1,1,200,1070.28,100.305,0.004,90.26,7.473,1.567
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,16,1,1,200,1071.03,107.5,0.004,78.466,7.469,1.539
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,32,1,1,200,1069.44,105.148,0.004,83.876,7.541,1.58
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,64,1,1,200,1070.5,105.917,0.003,83.558,7.478,1.615
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,128,1,1,200,1070.9,103.792,0.003,77.8,7.414,3.269
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,256,1,1,200,1077.42,103.792,0.004,75.266,7.399,1.562
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,512,1,1,200,1070.32,104.965,0.004,75.853,7.404,1.544
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,1024,1,1,200,1069.88,105.503,0.004,75.549,7.479,1.56
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,1,1,1,200,1075.51,106.978,0.004,113.196,6.313,1.351
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,2,1,1,200,1070.2,104.968,0.004,99.488,7.231,1.425
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,4,1,1,200,1071.24,108.444,0.004,91.392,7.105,1.394
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,8,1,1,200,1078.51,105.131,0.004,89.166,7.104,1.45
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,16,1,1,200,1070.39,102.154,0.005,85.878,7.14,1.382
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,32,1,1,200,1069.36,104.341,0.003,85.907,7.169,1.409
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,64,1,1,200,1071.92,103.529,0.003,84.334,7.141,1.415
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,128,1,1,200,1069.43,104.397,0.004,77.977,7.055,1.413
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,256,1,1,200,1070.22,104.087,0.003,75.699,7.074,1.362
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,512,1,1,200,1071.07,104.644,0.003,75.436,7.078,1.755
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,1024,1,1,200,1069.17,105.809,0.003,75.917,7.041,1.381
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,1,1,1,200,1075.02,105.903,0.004,111.858,7.188,1.344
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,2,1,1,200,1067.31,105.897,0.004,91.949,7.125,1.374
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,4,1,1,200,1069.59,101.726,0.004,86.861,7.19,3.87
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,8,1,1,200,1078.32,105.696,0.004,89.377,7.377,1.399
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,16,1,1,200,1069.42,104.959,0.005,86.182,7.206,1.385
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,32,1,1,200,1069.77,105.097,0.005,83.729,7.211,1.335
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,64,1,1,200,1069.15,107.942,0.004,83.89,7.236,2.961
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,128,1,1,200,1079.47,106.864,0.004,83.116,7.285,1.357
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,256,1,1,200,1070.42,106.626,0.004,84.115,7.305,1.35
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,512,1,1,200,1069.77,106.682,0.003,84.313,7.225,1.364
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,2.62144e+06,1024,1,1,200,1077.02,108.726,0.003,75.686,7.228,1.412
