device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,1,1,1,41,225.384,71.199,0.002,3012.04,17.319,0.805
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,2,1,1,41,222.582,56.387,0.005,2845.33,17.43,0.834
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,4,1,1,41,226.522,53.302,0.002,2734.66,17.444,0.829
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,8,1,1,41,221.487,54.409,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,16,1,1,41,221.282,53.01,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,32,1,1,41,221.324,56.829,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,64,1,1,41,223.499,57.674,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,128,1,1,41,223.457,52.658,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,256,1,1,41,221.558,56.56,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,512,1,1,41,224.398,57.439,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,1024,1,1,41,223.337,57.395,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,1,1,1,41,225.045,58.012,0.003,2952.49,16.701,0.739
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,2,1,1,41,219.685,54.73,0.003,2841.06,16.801,0.774
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,4,1,1,41,219.867,53.307,0.003,2735.66,16.842,0.699
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3318,3318,64,64,8,1,1,41,221.25,59.299,0.003,-1,-1,-1
