device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,1,1,1,26,148.353,12.881,0.003,25.509,8.507,0.853
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,2,1,1,26,139.339,13.021,0.003,31.07,4.298,0.928
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,4,1,1,26,138.276,12.904,0.003,14.077,2.192,0.853
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,8,1,1,26,137.074,14.208,0.003,19.479,1.14,0.79
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,16,1,1,26,134.975,13.024,0.003,2.018,0.644,0.667
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,32,1,1,26,135.255,12.948,0.002,1.617,0.42,0.659
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,64,1,1,26,135.782,13.087,0.002,1.319,0.177,0.642
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,128,1,1,26,135.145,13.069,0.002,1.391,0.098,0.6
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,256,1,1,26,134.994,12.941,0.002,1.458,0.062,0.603
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,512,1,1,26,134.981,12.895,0.002,1.739,0.038,0.61
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.70394e+06,1024,1,1,26,134.972,12.921,0.017,1.979,0.026,0.585
