device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,1,1,1,9,53.609,13.754,0.001,711.416,2.975,0.203
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,2,1,1,9,53.468,7.419,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,4,1,1,9,55.448,10.191,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,8,1,1,9,56.29,10.59,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,16,1,1,9,56.902,10.715,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,32,1,1,9,57.217,10.094,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,64,1,1,9,56.816,10.768,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,128,1,1,9,56.153,10.609,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,256,1,1,9,57.071,10.765,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,512,1,1,9,57.017,10.085,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,1024,1,1,9,57.565,10.351,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,1,1,1,9,51.862,15.797,0.001,691.44,2.757,0.145
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,2,1,1,9,52.328,13.243,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,4,1,1,9,55.566,12.71,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,8,1,1,9,52.097,10.409,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,16,1,1,9,52.092,11.744,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,32,1,1,9,53.943,12.257,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,64,1,1,9,52.045,10.147,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,128,1,1,9,52.124,11.472,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,256,1,1,9,53.703,12.55,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,512,1,1,9,52.193,10.133,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1619,1619,64,64,1024,1,1,9,52.589,11.378,0.001,-1,-1,-1
