device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,1,1,1,19,111.224,20.138,0.003,1398.72,7.146,0.176
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,2,1,1,19,106.695,16.775,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,4,1,1,19,107.897,16.645,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,8,1,1,19,105.9,17.723,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,16,1,1,19,107.978,17.157,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,32,1,1,19,112.904,19.292,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,64,1,1,19,108.627,18.046,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,128,1,1,19,107.153,18.074,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,256,1,1,19,106.984,18.078,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,512,1,1,19,107.363,17.746,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,1024,1,1,19,107.058,17.626,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,1,1,1,19,105.185,36.026,0.003,1455.65,8.187,0.881
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,2,1,1,19,106.071,26.498,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,4,1,1,19,106.632,25.559,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,8,1,1,19,107.118,26.023,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,16,1,1,19,106.993,26.061,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,32,1,1,19,106.929,26.104,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,64,1,1,19,106.605,25.885,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,128,1,1,19,107.919,25.697,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,256,1,1,19,106.506,25.6,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,512,1,1,19,112.523,27.72,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,1024,1,1,19,108.191,26.096,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,1,1,1,19,110.068,17.78,0.005,1455.12,8.568,0.32
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,2,1,1,19,105.302,16.511,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,4,1,1,19,108.803,18.274,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,8,1,1,19,106.672,17.644,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,16,1,1,19,105.963,17.356,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,32,1,1,19,105.143,17.823,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,64,1,1,19,105.587,17.717,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,128,1,1,19,105.465,17.731,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,256,1,1,19,105.278,17.819,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,512,1,1,19,105.438,17.78,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2289,2289,64,64,1024,1,1,19,105.819,17.477,0.003,-1,-1,-1
