device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1,1,1,36,565.964,327.418,0.006,1228.76,0.001,4.439
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,2,1,1,36,557.928,329.743,0.005,1175.84,0.001,4.512
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,4,1,1,36,558.855,330.401,0.006,1154.94,0.001,4.552
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,8,1,1,36,558.787,342.234,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,16,1,1,36,557.817,330.948,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,32,1,1,36,560.574,338.797,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,64,1,1,36,561.892,336.737,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,128,1,1,36,560.848,334.639,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,256,1,1,36,558.026,334.805,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,512,1,1,36,558.698,335.596,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1024,1,1,36,558.244,333.826,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1,1,1,36,561.033,323.818,0.006,1292.84,0.001,5.038
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,2,1,1,36,565.649,334.322,0.006,1185.16,0.001,5.963
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,4,1,1,36,560.552,333.842,0.005,1178.28,0.001,4.875
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,8,1,1,36,560.723,334.909,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,16,1,1,36,559.769,331.998,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,32,1,1,36,601.22,339.891,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,64,1,1,36,559.515,340.495,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,128,1,1,36,561.376,336.491,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,256,1,1,36,560.343,339.639,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,512,1,1,36,559.249,340.165,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1024,1,1,36,560.736,339.804,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1,1,1,36,568.917,381.057,0.006,1497.38,0.001,6.385
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,2,1,1,36,562.374,339.907,0.003,1413.9,0.002,7.059
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,4,1,1,36,565.126,338.79,0.004,1377.16,0.001,9.88
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,8,1,1,36,560.402,340.238,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,16,1,1,36,565.707,340.583,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,32,1,1,36,560.832,338.362,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,64,1,1,36,565.325,336.919,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,128,1,1,36,561.87,339.553,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,256,1,1,36,565.505,336.632,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,512,1,1,36,561.334,340.152,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1024,1,1,36,565.48,336.577,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,1,1,1,36,565.342,386.689,0.006,1520.2,0.001,6.357
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,35,2172,2172,3,2,1,1,36,577.321,329.727,0.005,1190.37,0.001,7.017
