device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,1,2,17.4496,155.767,11.027,0.002,42.735,8.192,0.914
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,1,17.4496,187.002,14.659,0.001,49.623,8.092,1.47
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,2,17.4496,183.712,11.153,0.001,43.491,8.296,0.988
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,1,17.4496,186.406,11.213,0.001,37.461,11.315,1.391
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,2,17.4496,187.489,13.911,0.002,25.788,9.97,0.99
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,1,17.4496,191.63,14.901,0.001,50.538,10.878,1.479
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,2,17.4496,188.215,12.941,0.002,44.679,10.217,0.987
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,1,2,17.4496,153.063,9.79,0.002,32.198,8.046,1.13
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,1,17.4496,177.378,10.678,0.002,34.59,6.701,1.527
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,2,17.4496,152.433,10.572,0.002,43.383,9.379,1.131
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,1,17.4496,224.236,7.311,0.002,47.245,7.704,1.755
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,2,17.4496,204.1,11.597,0.002,53.356,11.044,1.289
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,1,17.4496,222.237,7.306,0.002,25.013,7.578,1.713
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,2,17.4496,203.247,10.564,0.002,43.075,10.842,1.271
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,1,2,17.4496,156.542,11.911,0.002,49.965,7.549,1.579
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,1,17.4496,183.162,11.79,0.001,49.882,6.721,1.782
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,2,17.4496,156.198,10.565,0.002,62.801,8.56,1.53
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,1,17.4496,240.241,10.497,0.001,36.695,7.82,2.213
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,2,17.4496,211.538,13.613,0.002,69.572,10.33,1.847
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,1,17.4496,242.813,9.156,0.002,59.849,7.86,2.127
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,2,17.4496,210.856,11.332,0.002,66.83,8.22,1.553
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,1,2,17.4496,210.201,12.955,0.003,38.164,9.259,1.412
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,1,17.4496,168.636,8.594,0.002,35.876,6.758,1.623
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,1,2,2,17.4496,154.308,11.582,0.002,22.821,8.13,1.207
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,1,17.4496,242.431,11.666,0.002,39.957,7.812,1.923
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,1,2,17.4496,206.372,13.995,0.002,26.753,11.585,1.639
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,1,17.4496,242.275,9.925,0.001,28.278,7.909,2.012
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,166,2,2,2,17.4496,206.509,14.684,0.002,18.335,9.988,1.687
