device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,1,1,1,20,315.323,236.031,0.004,777.411,0.001,3.963
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,2,1,1,20,309.467,183.85,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,4,1,1,20,310.553,186.966,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,8,1,1,20,305.679,186.397,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,16,1,1,20,311.578,183.785,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,32,1,1,20,305.444,186.745,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,64,1,1,20,312.771,188.479,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,128,1,1,20,312.114,183.921,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,256,1,1,20,313.715,187.107,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,512,1,1,20,306.115,184.792,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,1024,1,1,20,313.519,185.372,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,1,1,1,20,317.66,187.68,0.005,761.383,0.002,2.809
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,2,1,1,20,304.818,189.702,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,4,1,1,20,310.167,185.532,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,8,1,1,20,302.777,187.8,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,16,1,1,20,311.102,189.296,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,32,1,1,20,303.229,188.744,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,64,1,1,20,310.664,185.857,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,128,1,1,20,303.229,186.185,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,256,1,1,20,310.694,189.225,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,512,1,1,20,303.42,188.526,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,1024,1,1,20,310.513,185.016,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,1,1,1,20,315.323,230.499,0.007,778.095,0.002,4.347
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,2,1,1,20,313.228,192.495,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,4,1,1,20,313.605,191.743,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,8,1,1,20,314.44,191.092,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,16,1,1,20,312.73,191.033,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,32,1,1,20,314.747,191.507,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,64,1,1,20,315.469,188.522,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,128,1,1,20,312.708,191.073,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,19,1619,1619,3,256,1,1,20,312.671,191.13,0.004,-1,-1,-1
