device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,1,4,36.3469,409.847,19.927,0.003,43.691,17.897,1.518
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,2,4,36.3469,353.494,20.348,0.002,78.257,18.016,1.662
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,1,36.3469,356.847,22.142,0.002,97.896,18.198,1.805
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,2,36.3469,353.74,22.436,0.003,96.563,18.629,1.746
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,4,36.3469,356.297,20.035,0.002,82.939,18.269,1.75
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,1,4,36.3469,351.707,23.642,0.002,87.018,18.341,1.251
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,2,4,36.3469,350.179,22.445,0.003,83.298,17.757,1.342
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,1,36.3469,350.975,20.856,0.002,69.385,18.08,1.183
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,2,36.3469,351.439,20.85,0.002,91.074,18.443,1.324
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,4,36.3469,349.631,20.312,0.003,80.709,17.604,1.23
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,1,36.3469,351.187,26.955,0.003,56.637,22.125,0.975
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,2,36.3469,352.33,23.162,0.002,53.622,20.87,1.029
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,4,36.3469,349.819,23.701,0.002,41.594,22.317,1.109
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,1,36.3469,373.231,23.961,0.002,33.405,23.021,0.808
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,2,36.3469,350.668,23.18,0.002,27.673,21.667,0.83
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,4,36.3469,350.623,25.494,0.004,23.626,22.14,0.857
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,1,36.3469,358.482,27.021,0.002,53.964,21.732,0.885
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,2,36.3469,351.052,24.97,0.003,59.693,18.406,0.714
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,4,36.3469,349.797,24.554,0.003,41.62,17.607,0.814
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,1,4,36.3469,379.847,21.138,0.002,51.706,18.539,1.549
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,2,4,36.3469,362.121,20.669,0.001,35.973,18.234,1.965
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,1,36.3469,360.496,21.763,0.002,46.055,17.714,1.917
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,2,36.3469,360.796,30.804,0.002,88.165,18.828,1.723
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,4,36.3469,360.335,23.245,0.001,86.74,18.848,1.762
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,1,4,36.3469,359.651,20.934,0.002,80.915,18.712,1.585
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,2,4,36.3469,361.449,23.587,0.003,70.949,21.589,1.305
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,1,36.3469,363.582,24.452,0.001,93.205,18.402,1.289
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,2,36.3469,360.541,22.914,0.002,82.268,18.431,1.169
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,4,36.3469,363.462,23.841,0.002,79.965,18.468,1.254
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,1,36.3469,354.188,23.002,0.003,43.921,16.936,0.946
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,2,36.3469,348.645,20.943,0.003,35.731,16.996,0.944
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,4,36.3469,348.528,19.354,0.004,37.949,17.973,0.954
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,1,36.3469,347.944,17.82,0.004,41.752,17.553,0.984
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,2,36.3469,347.905,17.811,0.003,28.179,18.132,1.051
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,4,36.3469,349.496,17.934,0.004,53.553,18.098,1.001
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,1,36.3469,348.658,26.342,0.003,64.749,18.301,0.98
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,2,36.3469,347.91,21.992,0.003,18.755,19.058,1.016
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,4,36.3469,347.949,22.693,0.004,58.231,18.352,0.972
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,1,4,36.3469,416.908,18.858,0.003,43.614,17.947,1.239
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,2,4,36.3469,352.12,25.073,0.003,86.701,18.646,1.532
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,1,36.3469,348.907,22.983,0.003,108.07,19.152,1.509
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,2,36.3469,348.78,22.999,0.003,98.004,18.62,1.493
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,4,36.3469,348.51,38.961,0.004,105.206,18.811,1.592
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,1,4,36.3469,348.604,21.236,0.003,45.452,18.354,1.435
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,2,4,36.3469,348.222,22.11,0.004,86.653,18.153,1.378
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,1,36.3469,348.325,21.627,0.003,95.143,18.328,1.172
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,2,36.3469,349.107,24.003,0.004,87.593,17.832,1.214
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,4,36.3469,348.713,19.096,0.003,95.064,18.079,1.174
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,1,36.3469,350.414,21.149,0.003,39.498,16.58,0.941
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,2,36.3469,349.035,22.723,0.003,28.84,16.423,0.974
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,4,36.3469,347.851,19.047,0.003,49.612,17.033,0.967
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,1,36.3469,348.553,20.391,0.004,29.226,16.617,1.014
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,2,36.3469,350.506,21.398,0.003,64.841,17.716,0.997
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,4,36.3469,347.994,19.633,0.004,36.364,18.334,0.972
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,1,36.3469,373.58,23.357,0.003,23.045,16.837,1.021
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,2,36.3469,349.011,21.74,0.004,21.064,16.741,1.043
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,4,36.3469,348.512,21.907,0.003,16.951,16.951,0.968
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,1,4,36.3469,378.861,22.074,0.004,56.378,18.547,1.273
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,2,4,36.3469,348.944,23.171,0.003,32.891,19.119,1.383
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,1,36.3469,349.621,21.997,0.003,71.423,18.044,1.368
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,2,36.3469,349.056,24.598,0.003,35.17,17.79,1.361
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,1,4,4,36.3469,350.654,23.332,0.004,33.366,19.177,1.336
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,1,4,36.3469,348.053,22.091,0.003,87.352,18.321,1.172
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,2,4,36.3469,349.786,19.553,0.004,81.74,17.935,1.182
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,1,36.3469,347.981,18.559,0.004,65.622,17.812,1.148
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,2,36.3469,347.764,18.564,0.003,66.16,17.291,1.223
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,2,4,4,36.3469,348.616,18.571,0.003,72.471,17.6,1.236
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,1,36.3469,352.354,19.246,0.004,42.148,16.16,0.766
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,2,36.3469,348.08,20.939,0.004,33.588,17.152,0.723
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,1,4,36.3469,348.289,37.526,0.004,25.629,17.033,1.73
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,1,36.3469,348.039,22.15,0.003,29.234,17.634,0.849
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,2,36.3469,348.891,21.209,0.004,63.519,18.103,0.796
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,2,4,36.3469,349.121,20.023,0.004,37.476,16.661,0.787
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,1,36.3469,348.006,20.208,0.004,28.226,18.617,0.806
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,2,36.3469,347.972,20.611,0.003,48.649,17.718,2.422
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,212,4,4,4,36.3469,355.872,23.213,0.003,32.639,17.348,0.796
