device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,1,1,128,6928.21,0.059,0.004,12224.2,0.009,2.51
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,2,1,128,6847.73,0.077,0.002,10933.1,0.01,2.592
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,4,1,128,6843.2,0.078,0.001,10292.9,0.01,2.796
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,8,1,128,6844.21,0.075,0.001,9950.87,0.005,2.732
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,16,1,128,6844.54,0.078,0.002,9854.18,0.005,2.708
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,32,1,128,6841.27,0.077,0.002,12075.8,0.033,3.138
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,64,1,128,6856.06,0.099,0.002,11834.3,0.006,3.176
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,128,1,128,6846.07,0.096,0.002,11815.1,0.013,3.306
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,256,1,128,6845.96,0.102,0.002,11822,0.016,3.216
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,512,1,128,6846.13,0.099,0.002,12108.9,0.015,5.566
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,1,1024,1,128,6823.05,0.105,0.002,11931.3,0.014,3.061
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,1,1,128,6844.79,0.098,0.001,13015,0.022,3.024
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,2,1,128,6838.69,0.098,0.002,12382.2,0.012,3.02
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,4,1,128,6838.8,0.099,0.002,12288.3,0.008,3.08
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,8,1,128,6849.95,0.096,0.001,11885.6,0.013,5.374
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,16,1,128,6836.97,0.095,0.002,11773.4,0.013,5.597
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,32,1,128,6838.53,0.095,0.001,11756.5,0.015,5.663
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,64,1,128,6838.85,0.095,0.002,12007.8,0.016,5.706
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,128,1,128,6838.95,0.094,0.001,11721.7,0.018,5.357
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,256,1,128,6822.63,0.097,0.002,11734.7,0.015,5.312
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,8192,10,2,512,1,128,6842.45,0.101,0.002,11824.2,0.01,4.855
