device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,470.207,0.094,0.003,612.644,0.008,0.983
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,473.697,0.059,0.003,611.151,0.007,0.854
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,474.087,0.061,0.003,603.802,0.006,0.811
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,475.612,0.059,0.003,603.081,0.006,0.581
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,470.121,0.096,0.003,609.339,0.006,0.572
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,469.992,0.091,0.003,611.044,0.006,0.553
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,128,1,8,484.453,0.058,0.003,607.669,0.007,0.547
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,256,1,8,470.299,0.095,0.003,646.607,0.013,0.573
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,470.651,0.094,0.004,621.684,0.007,1.732
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,484.527,0.061,0.003,610.712,0.007,0.626
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,481.145,0.092,0.003,609.991,0.015,0.577
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,470.046,0.092,0.003,605.224,0.012,0.566
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,471.65,0.097,0.003,607.288,0.007,0.557
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,484.968,0.062,0.002,605.019,0.006,0.538
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,64,1,8,470.989,0.094,0.003,610.745,0.006,0.554
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,128,1,8,474.848,0.095,0.002,632.446,0.006,0.551
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,470.641,0.095,0.003,609.406,0.006,0.62
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,484.648,0.057,0.003,603.426,0.007,0.601
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,470.294,0.092,0.002,608.31,0.006,0.585
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,470.267,0.092,0.003,609.152,0.007,0.572
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,484.705,0.063,0.002,605.699,0.006,0.55
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,32,1,8,479.705,0.106,0.002,709.58,0.011,0.422
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,64,1,8,471.268,0.112,0.002,758.765,0.013,0.551
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,471.1,0.101,0.012,727.538,0.021,0.534
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,466.966,0.039,0.002,743.968,0.011,0.409
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,470.994,0.109,0.002,728.868,0.011,0.501
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,475.166,0.098,0.002,729.055,0.011,0.499
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,16,1,8,467.305,0.039,0.002,733.571,0.01,0.486
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,32,1,8,471.013,0.103,0.002,767.595,0.01,0.525
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,471.2,0.109,0.002,719.05,0.011,0.517
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,467.166,0.037,0.002,716.06,0.012,0.521
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,476.721,0.099,0.001,727.639,0.011,0.531
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,8,1,8,469.49,0.101,0.012,748.11,0.012,0.55
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,16,1,8,470.916,0.098,0.002,753.256,0.01,0.494
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,471.138,0.106,0.002,727.62,0.009,0.458
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,471.243,0.113,0.002,735.923,0.01,0.452
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,4,1,8,471.097,0.096,0.002,754.673,0.008,0.482
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,8,1,8,474.003,0.071,0.002,752.296,0.01,0.486
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,470.893,0.111,0.002,729.46,0.011,0.474
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,2,1,8,467.034,0.037,0.002,738.432,0.011,0.491
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,4,1,8,467.368,0.038,0.002,771.738,0.01,0.436
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,1,1,8,472.155,0.101,0.003,742.015,0.013,0.496
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,2,1,8,470.904,0.109,0.002,761.183,0.011,0.471
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,1,1,8,471.209,0.108,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,1,1,8,475.33,0.164,0.003,809.366,0.023,0.74
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,2,1,8,470.357,0.094,0.003,706.364,0.006,0.678
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,4,1,8,469.896,0.094,0.003,657.745,0.011,0.594
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,8,1,8,470.06,0.095,0.003,634.487,0.007,0.68
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,16,1,8,482.945,0.066,0.002,618.915,0.007,0.576
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,32,1,8,470.414,0.096,0.003,627.83,0.007,0.626
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,64,1,8,484.796,0.06,0.003,625.357,0.007,0.588
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,128,1,8,470.226,0.093,0.004,617.211,0.007,0.548
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,256,1,8,483.808,0.091,0.003,617.375,0.007,0.534
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,512,1,8,484.951,0.058,0.003,623.937,0.007,0.52
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,1024,1,8,477.427,0.088,0.002,644.476,0.006,2.009
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,1,1,8,477.507,0.084,0.003,713.564,0.007,0.677
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,469.511,0.063,0.003,644.888,0.008,0.875
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,471.973,0.061,0.003,624.813,0.005,0.69
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,469.837,0.094,0.003,610.172,0.007,0.583
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,470.439,0.095,0.003,616.809,0.008,0.549
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,470.271,0.101,0.003,608.572,0.006,0.558
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,481.936,0.09,0.003,607.674,0.007,0.576
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,470.679,0.092,0.003,609.648,0.006,0.534
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,256,1,8,477.111,0.089,0.003,622.518,0.006,0.561
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,512,1,8,470.195,0.093,0.003,649.411,0.005,0.553
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,471.013,0.094,0.003,646.239,0.005,0.636
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,470.536,0.06,0.002,621.167,0.006,0.667
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,470.136,0.059,0.003,607.711,0.006,0.632
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,470.45,0.057,0.003,608.244,0.006,0.568
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,470.191,0.09,0.003,608.198,0.007,0.54
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,473.227,0.093,0.003,606.49,0.006,0.565
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,470.538,0.093,0.003,609.793,0.007,0.539
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,128,1,8,472.148,0.091,0.002,609.392,0.006,0.614
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,256,1,8,484.98,0.058,0.003,634.679,0.006,0.541
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,471.507,0.091,0.002,618.89,0.007,0.661
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,470.941,0.089,0.003,615.558,0.007,0.639
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,470.505,0.094,0.003,610.71,0.006,0.57
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,484.824,0.06,0.002,609.705,0.006,0.565
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,473.302,0.093,0.003,606.098,0.007,0.546
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,470.575,0.081,0.003,609.405,0.007,0.543
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,64,1,8,470.328,0.097,0.003,610.66,0.006,0.53
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,128,1,8,470.436,0.093,0.003,628.946,0.006,0.528
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,470.261,0.095,0.003,608.725,0.006,0.598
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,483.93,0.089,0.003,613.433,0.006,0.551
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,470.572,0.079,0.003,607.665,0.008,1.487
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,478.446,0.094,0.002,610.74,0.005,0.563
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,470.216,0.093,0.002,609.806,0.006,0.526
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,32,1,8,471.112,0.093,0.003,609.985,0.006,0.57
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,64,1,8,484.87,0.058,0.002,627.284,0.006,0.585
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,470.387,0.098,0.003,604.318,0.007,0.586
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,469.926,0.095,0.003,612.654,0.006,0.598
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,469.875,0.094,0.003,605.032,0.006,0.526
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,470.188,0.093,0.002,610.173,0.007,0.536
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,16,1,8,470.25,0.093,0.003,610.553,0.007,0.542
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,32,1,8,485.186,0.061,0.003,649.639,0.006,1.679
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,476.352,0.096,0.002,603.125,0.006,0.558
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,477.261,0.093,0.003,602.826,0.006,0.529
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,485.152,0.058,0.003,605.703,0.006,0.564
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,8,1,8,474.197,0.092,0.003,623.694,0.005,0.518
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,16,1,8,484.978,0.061,0.003,620.658,0.006,0.626
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,470.282,0.096,0.002,602.161,0.006,0.558
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,484.86,0.06,0.003,606.423,0.006,0.554
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,4,1,8,470.174,0.095,0.002,622.848,0.005,0.556
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,8,1,8,484.963,0.059,0.003,623.65,0.006,0.569
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,470.256,0.093,0.002,605.737,0.007,0.56
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,2,1,8,482.554,0.092,0.002,609.034,0.005,1.135
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,4,1,8,470.306,0.094,0.003,649.647,0.006,0.546
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,1,1,8,471.237,0.096,0.003,615.12,0.014,0.544
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,2,1,8,470.331,0.098,0.003,623.371,0.018,0.581
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,1,1,8,484.631,0.094,0.002,-1,-1,-1
