device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,1,1,32,497.4,288.312,0.005,1800.14,0,4.085
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,2,1,32,491.76,288.17,0.005,1730.89,0.001,3.959
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,4,1,32,492.361,291.348,0.004,2327.53,0.001,4.103
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,8,1,32,500.876,296.343,0.006,1986.23,0,5.471
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,16,1,32,494.624,294.531,0.006,1989.94,0.001,8.547
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,32,1,32,501.77,296.801,0.004,1989.72,0.001,8.877
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,64,1,32,496.056,296.556,0.007,1982.07,0.001,7.949
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,128,1,32,495.656,296.342,0.006,1981.64,0.001,6.789
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,256,1,32,494.21,296.439,0.006,1974.89,0.001,5.934
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,2048,2048,5,1,512,1,32,494.352,295.305,0.003,1979.31,0.001,8.234
