device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1,1,1,4,33.818,2.023,0.001,4.203,1.84,0.207
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2,1,1,4,27.805,1.303,0.001,1.525,0.944,0.124
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4,1,1,4,26.754,1.277,0.001,0.982,0.548,0.132
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8,1,1,4,26.745,1.298,0.001,0.714,0.344,0.147
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,16,1,1,4,26.702,1.262,0.001,0.575,0.236,0.143
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,32,1,1,4,26.731,1.229,0.001,0.579,0.114,0.114
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,64,1,1,4,26.778,1.247,0.001,0.473,0.087,0.074
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,128,1,1,4,26.717,1.176,0.002,0.386,0.044,0.11
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,256,1,1,4,26.712,1.113,0.002,0.467,0.067,0.073
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,512,1,1,4,26.726,1.124,0.001,0.476,0.021,0.107
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1024,1,1,4,26.76,1.171,0.001,0.587,0.029,0.07
