device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,1,1,1,2,18.636,2.201,0.002,24455.2,0,0.232
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,2,1,1,2,12.747,1.72,0.001,24362.6,0,0.2
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,4,1,1,2,12.551,2.155,0.002,24370.1,0,0.241
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,8,1,1,2,11.189,2.104,0.001,24370.3,0,0.233
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,16,1,1,2,11.108,2.106,0.001,24404.8,0.001,0.336
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,32,1,1,2,11.137,2.5,0.001,24411.5,0,0.205
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,64,1,1,2,11.072,2.257,0.002,24573.5,0.001,0.244
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,128,1,1,2,11.159,2.753,0.003,24579.2,0,0.226
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,256,1,1,2,11.074,2.267,0.002,25145.3,0,0.234
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,512,1,1,2,11.113,2.346,0.002,25276.5,0,0.259
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,131072,0.005,5,1024,1,1,2,11.578,2.712,0.001,27414.9,0,0.257
