device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,1,1,8.888,0.439,0.002,4.524,0.411,0.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,2,1,14.443,0.482,0.018,2.4,0.537,0.177
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,4,1,8.941,0.648,0.003,1.498,0.528,0.155
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,8,1,8.961,0.62,0.003,1.141,0.516,0.14
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,16,1,8.925,0.669,0.004,0.931,0.461,0.159
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,32,1,8.926,0.672,0.017,0.82,0.471,0.16
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,64,1,8.962,0.642,0.002,0.876,0.463,0.155
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,128,1,8.915,0.646,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,256,1,8.921,0.415,0.003,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,512,1,8.925,0.412,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,1,1024,1,9,0.442,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,1,1,8.963,0.442,0.002,2.426,0.578,0.143
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,2,1,8.876,0.628,0.002,1.576,0.515,0.164
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,4,1,8.943,0.623,0.003,1.027,0.519,0.158
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,8,1,8.928,0.698,0.003,0.829,0.5,0.15
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,16,1,8.92,0.686,0.002,0.756,0.472,0.163
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,32,1,8.945,0.666,0.001,0.995,0.448,0.15
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,64,1,8.923,0.662,0.004,0.882,0.249,0.156
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,128,1,8.92,0.406,0.004,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,256,1,8.961,0.409,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,2,512,1,8.924,0.408,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,64,1,4,1,1,8.92,0.406,0.003,1.579,0.527,0.157
