device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.094,0.431,0.002,75.654,0.296,0.162
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.114,0.531,0.001,73.177,0.242,0.178
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.126,0.696,0.003,73.137,0.251,0.189
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.15,0.617,0.001,73.065,0.226,0.174
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.124,0.592,0.001,73.133,0.228,0.19
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.127,0.582,0.002,73.218,0.252,0.152
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.088,0.618,0.001,73.148,0.217,0.166
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.128,0.568,0.002,73.279,0.194,0.153
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.088,0.633,0.001,71.884,0.19,0.159
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.127,0.622,0.002,73.172,0.201,0.19
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.167,0.541,0.001,76.643,0.199,0.164
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.074,0.433,0.002,74.801,0.355,0.165
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.119,0.539,0.002,72.341,0.276,0.202
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.08,0.708,0.001,72.052,0.284,0.177
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.083,0.798,0.001,72.501,0.278,0.151
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.28,0.636,0.002,72.568,0.305,0.153
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.275,0.572,0.001,72.962,0.323,0.154
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.24,0.565,0.001,73.177,0.326,0.153
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.294,0.535,0.002,73.608,0.308,0.147
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.098,0.558,0.002,74.144,0.264,0.194
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.08,0.543,0.002,72.007,0.257,0.156
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.079,0.553,0.002,74.242,0.288,0.155
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.061,0.853,0.003,69.792,0.337,0.171
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.099,0.776,0.002,69.455,0.285,0.181
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.102,0.959,0.001,70.336,0.285,0.191
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.096,0.892,0.002,67.186,0.265,0.156
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.113,0.874,0.001,69.832,0.29,0.176
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.098,0.854,0.002,67.548,0.332,0.191
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.098,0.839,0.002,69.685,0.321,0.157
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.105,0.815,0.001,68.093,0.229,0.189
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.097,0.796,0.002,70.552,0.225,0.154
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.118,0.782,0.002,67.978,0.268,0.135
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.106,0.78,0.001,73.796,0.275,0.2
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.105,0.427,0.001,73.209,0.255,0.179
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.098,0.603,0.001,70.984,0.226,0.179
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.101,0.689,0,71.214,0.227,0.179
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.082,0.632,0.001,71.873,0.233,0.169
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.085,0.586,0.001,71.717,0.219,0.182
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.084,0.595,0.002,69.047,0.224,0.164
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.089,0.602,0.001,70.851,0.236,0.167
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.097,0.567,0.001,71.981,0.222,0.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.087,0.55,0.001,70.525,0.183,0.192
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.094,0.558,0,72.49,0.182,0.158
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.091,0.549,0,76.905,0.176,0.141
