device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,1,1,2,39.361,28.353,0.003,176.156,0.001,3.157
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,2,1,2,42.441,22.607,0.004,176.787,0.001,3.797
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,4,1,2,40.341,22.664,0.004,170.776,0.002,4.692
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,8,1,2,41.478,24.112,0.004,165.816,0.001,4.108
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,16,1,2,43.034,26.246,0.004,156.533,0.002,6.228
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,32,1,2,41.045,26.049,0.004,175.426,0.001,6.729
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,64,1,2,54.281,24.953,0.006,175.681,0.002,6.671
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,128,1,2,59.666,26.369,0.004,150.53,0.002,4.145
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,256,1,2,43.11,24.495,0.003,158.813,0.001,4.149
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,512,1,2,42.277,24.89,0.007,156.158,0.001,4.37
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,1024,1,2,44.753,24.128,0.003,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,1,1,2,42.981,27.792,0.005,152.866,0.001,4.699
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,2,1,2,47.71,25.989,0.004,154.102,0.001,4.114
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,4,1,2,43.263,26.001,0.004,155.179,0.001,4.155
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,8,1,2,43.299,26.989,0.003,146.616,0.001,4.142
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,16,1,2,43.232,26.348,0.004,144.728,0.001,4.173
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,32,1,2,41.094,23.532,0.003,149.283,0.002,6.852
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,64,1,2,43.616,26.517,0.005,164.046,0.001,4.14
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,128,1,2,42.586,23.207,0.003,150.752,0.002,4.197
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,256,1,2,42.802,27.073,0.004,144.839,0.002,4.144
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,512,1,2,41.943,23.517,0.004,152.025,0.001,4.183
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,1,1,2,42.822,26.57,0.005,153.349,0.001,6.69
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,2,1,2,44.216,26.147,0.004,149.241,0.001,4.252
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,4,1,2,43.319,25.348,0.006,162.003,0.001,4.091
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,8,1,2,40.876,24.165,0.004,146.855,0.001,4.131
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,16,1,2,42.302,27.434,0.006,145.212,0.001,4.185
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,32,1,2,43.188,25.796,0.006,150.425,0.002,6.766
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,64,1,2,65.438,27.118,0.006,144.36,0.001,4.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,128,1,2,41.771,27.023,0.004,145.141,0.001,4.142
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,256,1,2,42.931,27.482,0.006,142.329,0.002,4.32
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,1,1,2,41.259,24.835,0.003,143.818,0.002,4.129
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,2,1,2,43.578,26.152,0.005,146.932,0.002,6.849
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,4,1,2,58.857,27.106,0.004,142.221,0.001,6.713
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,8,1,2,44.179,26.611,0.004,141.378,0.001,6.755
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,16,1,2,45.139,26.765,0.004,141.042,0.001,6.308
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,32,1,2,45.381,27.72,0.005,145.7,0.002,6.822
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,64,1,2,60.492,27.629,0.004,142.212,0.002,6.867
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,128,1,2,43.605,26.396,0.005,146.502,0.001,4.12
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,1,1,2,41.425,27.109,0.004,151.132,0.002,6.704
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,2,1,2,45.386,27.145,0.006,137.491,0.001,4.15
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,4,1,2,42.75,27.524,0.004,138.338,0.001,4.279
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,8,1,2,43.099,24.761,0.004,141.801,0.002,4.072
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,16,1,2,43.531,24.284,0.006,140.667,0.002,3.731
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,32,1,2,41.633,24.745,0.007,139.754,0.002,3.622
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,64,1,2,41.764,24.557,0.006,111.975,0.002,3.634
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,32,1,1,2,41.783,28.358,0.006,108.332,0.002,3.669
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,32,2,1,2,41.713,29.999,0.005,108.61,0.001,3.659
