device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,1,1,1,0.5,3.776,0.141,0.005,3.715,0.126,0.261
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,2,1,1,0.5,3.96,0.298,0.004,1.762,0.12,0.253
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,4,1,1,0.5,3.96,0.265,0.002,1.04,0.105,0.248
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,8,1,1,0.5,3.959,0.295,0.003,0.664,0.096,0.195
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,16,1,1,0.5,3.917,0.22,0.003,0.459,0.096,0.197
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,32,1,1,0.5,3.946,0.237,0.003,0.376,0.092,0.211
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,64,1,1,0.5,3.951,0.213,0.003,0.343,0.086,0.212
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,128,1,1,0.5,3.962,0.19,0.004,0.253,0.086,0.214
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,256,1,1,0.5,3.95,0.179,0.002,0.282,0.095,0.256
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,512,1,1,0.5,3.937,0.206,0.002,0.304,0.163,0.266
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,1024,1,1,0.5,3.955,0.196,0.003,0.269,0.089,0.251
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,1,1,1,0.5,3.433,0.27,0,4.767,0.277,0.221
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,2,1,1,0.5,4.818,0.43,0.003,2.575,0.221,0.31
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,4,1,1,0.5,5.017,0.498,0.002,1.343,0.21,0.328
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,8,1,1,0.5,5.335,0.444,0.001,0.813,0.244,0.312
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,16,1,1,0.5,5.732,0.426,0.002,0.58,0.227,0.371
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,32,1,1,0.5,6.157,0.446,0.002,0.484,0.226,0.36
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,64,1,1,0.5,6.19,0.34,0.001,0.467,0.189,0.337
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,128,1,1,0.5,6.263,0.312,0.001,0.375,0.212,0.333
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,256,1,1,0.5,6.198,0.304,0.002,0.415,0.181,0.339
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,512,1,1,0.5,6.206,0.298,0.002,0.312,0.214,0.353
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,131072,1024,1,1,0.5,6.28,0.313,0.018,0.361,0.209,0.333
