device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,1,1,128,2009.58,1159.84,0.004,8859.02,0.001,18.093
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,2,1,128,2003.23,1182.29,0.006,8483.05,0.001,15.724
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,4,1,128,2007,1207.97,0.006,8271.28,0.002,19.509
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,8,1,128,2010.31,1188.78,0.006,8177.26,0.001,20.923
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,16,1,128,2006.98,1193.76,0.006,8106.51,0.001,18.312
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,32,1,128,2007.55,1188.58,0.006,8062.08,0.001,19.609
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,64,1,128,2007.1,1167.55,0.006,7971.21,0.001,15.616
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,128,1,128,2006.9,1192.05,0.007,8001.69,0.001,18.183
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,256,1,128,2007.13,1168.25,0.007,7872.57,0,19.225
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,512,1,128,2005.94,1170.63,0.006,8064.01,0.001,15.778
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,1024,1,128,2075.92,1189.7,0.006,8240.17,0,19.3
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,1,1,128,2040.61,1195.77,0.007,8368.09,0.001,17.789
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,2,1,128,2033.69,1184.8,0.007,8165.64,0.001,17.474
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,4,1,128,2008.01,1184.71,0.006,7891.33,0.001,15.798
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,8,1,128,2035.67,1192.12,0.007,7801.41,0.001,15.702
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,16,1,128,2007.81,1168.88,0.007,7690.83,0.001,17.37
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,32,1,128,2011.35,1180.39,0.007,7737.13,0.001,15.827
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,64,1,128,2036.74,1186.46,0.006,7725.6,0.001,17.54
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,128,1,128,2008.37,1184.1,0.004,7790.38,0,15.946
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,256,1,128,2008.26,1184.69,0.006,7716.4,0.001,18.195
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,2,512,1,128,2013.18,1184.67,0.006,7730.08,0.001,15.688
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,1,1,128,2007.93,1184.53,0.007,8166.71,0.001,15.842
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,2,1,128,2008.55,1168.53,0.006,8021.29,0.001,16.334
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,4,1,128,2007.67,1200.64,0.004,7869.35,0.001,15.679
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,8,1,128,2007.54,1182.86,0.007,7730.39,0.001,20.064
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,16,1,128,2007.17,1185.92,0.004,7715.11,0.002,15.864
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,32,1,128,2019.04,1189.59,0.006,7718.75,0.002,19.934
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,64,1,128,2008.01,1183.03,0.005,7737.41,0.001,14.796
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,128,1,128,2008.23,1188.81,0.007,7745.6,0.001,15.347
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,4,256,1,128,2015.45,1208.74,0.006,7690.6,0.001,17.076
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,1,1,128,2035.7,1194.32,0.006,8013.15,0.001,17.721
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,2,1,128,2008.79,1188.2,0.007,7832.63,0.001,15.727
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,4,1,128,2008.23,1168.14,0.006,7669.46,0.002,21.05
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,8,1,128,2008.16,1189.46,0.007,7614.67,0.001,15.871
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,16,1,128,2007.28,1187.06,0.006,7528.6,0.001,15.811
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,32,1,128,2035.53,1188.87,0.007,7526.48,0.001,17.355
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,64,1,128,2008.13,1190.71,0.004,7551.75,0.001,15.685
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,8,128,1,128,2008.01,1181.09,0.006,7564.44,0,15.619
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,1,1,128,2043.49,1228.97,0.004,7914.79,0.001,17.493
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,2,1,128,2008.99,1188.41,0.006,7809.08,0.002,19.884
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,4,1,128,2011.38,1196.88,0.004,7551.48,0.001,18.633
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,8,1,128,2005.71,1188.95,0.006,7472.04,0.001,14.102
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,16,1,128,2005.59,1181.25,0.006,7490.96,0.001,17.871
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,32,1,128,2008.44,1188.02,0.003,7436.08,0.001,15.724
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,16,64,1,128,2007.14,1195.33,0.007,7435.11,0.001,15.868
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,32,1,1,128,2007.67,1185.46,0.007,7754.85,0.001,18.459
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,32,2,1,128,2007.56,1190.38,0.004,7624.77,0.001,15.724
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,32,4,1,128,2009.06,1210.49,0.007,7423.85,0.001,17.818
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,32,8,1,128,2007.62,1196.41,0.004,7230.59,0.001,17.428
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,32,16,1,128,2008.28,1187.82,0.005,7274.85,0,15.641
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,32,32,1,128,2007.46,1168.97,0.007,7228.85,0.001,15.599
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,64,1,1,128,2004.43,1181.33,0.007,7706.92,0.001,17.647
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,64,2,1,128,2022.03,1210.48,0.006,7363.35,0.001,15.23
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,64,4,1,128,1999.53,1134.77,0.006,5780.75,0.001,12.86
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,64,8,1,128,1999.95,1165.12,0.006,7061.44,0.001,18.442
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,64,16,1,128,2009.62,1204.98,0.006,7243.55,0.001,17.293
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,128,1,1,128,2008.9,1212.45,0.006,7636.42,0.001,20.227
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,128,2,1,128,2009.02,1219.84,0.006,7536.67,0.001,16.749
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,128,4,1,128,2007.79,1213.94,0.006,7332.82,0,17.245
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,128,8,1,128,2008.05,1188.73,0.006,7238.21,0.001,19.809
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,256,1,1,128,2010.32,1194.25,0.003,7522.44,0.001,17.491
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,256,2,1,128,2012.32,1187.76,0.005,7407.98,0.001,19.538
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,256,4,1,128,2007.96,1192.61,0.004,7232.95,0.001,15.935
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,512,1,1,128,2028.8,1192.92,0.007,7535.67,0.001,16.448
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,512,2,1,128,2007.27,1200.77,0.006,7441.92,0,18.035
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1024,1,1,128,2008.88,1192.06,0.003,7450.01,0.001,15.845
