device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,8,1,0.5,11.412,3.978,0.004,23.394,0,0.423
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,16,1,0.5,11.744,4.09,0.003,23.692,0,0.4
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,32,1,0.5,11.759,4.35,0.003,19.347,0,0.281
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,64,1,0.5,14.096,3.939,0.003,20.846,0,0.282
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,1,1,0.5,13.606,4.418,0.02,19.419,0.001,0.422
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,2,1,0.5,10.594,3.33,0.003,18.507,0.001,0.386
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,4,1,0.5,13.779,4.232,0.02,18.886,0.001,0.275
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,8,1,0.5,10.538,3.399,0.005,18.129,0,0.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,16,1,0.5,13.903,4.197,0.004,19.574,0,0.427
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,32,1,0.5,15.271,3.479,0.004,21.164,0,0.443
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,1,1,0.5,10.166,3.009,0.003,18.248,0,0.398
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,2,1,0.5,14.145,3.804,0.003,19.3,0,0.425
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,4,1,0.5,10.292,3.623,0.003,18.235,0.001,0.467
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,8,1,0.5,8.959,3.846,0.004,20.724,0.001,0.459
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,16,1,0.5,11.985,3.655,0.004,18.528,0,0.402
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,1,1,0.5,14.198,3.572,0.003,19.022,0,0.419
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,2,1,0.5,11.078,3.371,0.003,17.566,0,0.293
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,4,1,0.5,14.424,3.856,0.004,19.345,0.001,0.451
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,8,1,0.5,10.88,3.357,0.002,18.27,0,0.441
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,1,1,0.5,14.423,4.356,0.003,22.269,0.001,0.29
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,2,1,0.5,8.934,4.196,0.004,20.014,0.001,0.43
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,4,1,0.5,11.92,3.814,0.003,18.114,0,0.39
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,1,1,0.5,14.351,3.721,0.018,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,2,1,0.5,13.748,3.91,0.004,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1024,1,1,0.5,12.673,3.967,0.02,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,1,1,0.5,15.829,11.12,0.002,44.192,0,0.463
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,2,1,0.5,18.488,5.172,0.003,49.376,0.001,0.442
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,4,1,0.5,13.801,4.998,0.003,39.754,0,0.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,8,1,0.5,18.518,3.912,0.004,39.505,0,0.465
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,16,1,0.5,16.633,5.092,0.004,45.782,0.001,0.459
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,32,1,0.5,14.202,5.074,0.003,37.181,0.001,0.422
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,64,1,0.5,15.648,5.055,0.003,38.433,0.001,0.414
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,128,1,0.5,15.936,5.045,0.003,38.999,0,0.412
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,256,1,0.5,14.208,5.053,0.019,43.32,0,0.44
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,512,1,0.5,14.22,4.956,0.003,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,1024,1,0.5,11.9,4.117,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,1,1,0.5,11.122,4.13,0.003,39.911,0,0.424
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,2,1,0.5,14.469,4.935,0.002,38.179,0,0.434
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,4,1,0.5,14.923,5.119,0.003,36.954,0,0.433
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,8,1,0.5,18.413,4.992,0.003,37.267,0,0.465
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,16,1,0.5,15.636,4.813,0.003,37.397,0,0.407
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,32,1,0.5,16.504,4.841,0.002,44.27,0.001,0.426
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,64,1,0.5,16.509,4.12,0.003,35.191,0,0.43
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,128,1,0.5,15.367,4.847,0.002,37.402,0.001,0.428
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,256,1,0.5,16.366,4.859,0.002,36.659,0.001,0.41
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,512,1,0.5,12.177,4.273,0.003,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,1,1,0.5,10.954,4.061,0.001,39.671,0.001,0.438
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,2,1,0.5,13.962,4.956,0.003,37.934,0.001,0.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,4,1,0.5,15.328,4.879,0.003,37.221,0,0.423
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,8,1,0.5,11.425,4.001,0.003,34.044,0,0.436
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,16,1,0.5,16.445,4.878,0.003,36.084,0.001,0.429
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,32,1,0.5,12.463,4.464,0.003,35.401,0.001,0.425
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,64,1,0.5,18.466,4.942,0.003,42.948,0.001,0.439
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,128,1,0.5,12.616,4.608,0.002,36.649,0.001,0.431
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,256,1,0.5,15.533,5.048,0.003,36.073,0.001,0.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,1,1,0.5,11.963,5.103,0.003,44.26,0.001,0.411
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,2,1,0.5,18.475,5.16,0.003,35.844,0,0.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,4,1,0.5,18.453,5.004,0.003,41.929,0.001,0.43
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,8,1,0.5,13.387,4.633,0.002,33.638,0,0.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,16,1,0.5,12.189,4.185,0.003,33.531,0.001,0.392
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,32,1,0.5,11.982,4.172,0.003,33.715,0.001,0.398
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,64,1,0.5,11.975,3.971,0.003,34.715,0.001,0.403
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,128,1,0.5,11.314,3.892,0.002,33.36,0,0.416
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,1,1,0.5,16.807,4.832,0.002,42.326,0,0.392
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,2,1,0.5,14.561,4.855,0.002,34.582,0,0.406
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,4,1,0.5,12.425,4.233,0.018,31.788,0,0.406
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,8,1,0.5,12.779,4.552,0.002,32.104,0.001,0.404
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,16,1,0.5,12.887,4.562,0.003,33.361,0,0.404
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,32,1,0.5,12.318,4.229,0.019,33.05,0,0.408
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,64,1,0.5,12.274,4.218,0.018,33.319,0.001,0.407
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,1,1,0.5,12.172,4.123,0.019,33.609,0.001,0.411
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,2,1,0.5,11.972,4.088,0.017,31.916,0.001,0.439
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,4,1,0.5,18.466,4.839,0.002,40.194,0,0.421
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,8,1,0.5,15.74,4.828,0.003,33.661,0,0.404
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,16,1,0.5,13.48,4.672,0.002,31.23,0.001,0.394
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,32,1,0.5,13.546,4.58,0.002,32.832,0.001,0.387
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,1,1,0.5,12.874,4.517,0.003,32.482,0.001,0.432
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,2,1,0.5,12.669,4.357,0.002,31.839,0.001,0.417
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,4,1,0.5,13.077,4.564,0.002,31.206,0.001,0.407
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,8,1,0.5,13.456,4.661,0.003,33.536,0.001,0.417
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,16,1,0.5,12.423,4.237,0.002,32.217,0.001,0.424
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,1,1,0.5,14.23,4.203,0.003,31.988,0,0.427
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,2,1,0.5,17.69,4.92,0.003,39.768,0.001,0.4
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,4,1,0.5,15.879,4.864,0.003,33.636,0,0.407
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,8,1,0.5,13.513,4.583,0.003,32.101,0.001,0.415
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,1,1,0.5,13.22,4.531,0.002,31.155,0,0.395
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,2,1,0.5,13.523,4.534,0.018,31.955,0,0.398
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,4,1,0.5,13.277,4.666,0.002,31.489,0,0.386
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,1,1,0.5,13.397,4.578,0.002,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,2,1,0.5,11.521,4.084,0.018,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1024,1,1,0.5,11.214,4.099,0.003,-1,-1,-1
