device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,8,1,32,1712.17,0.109,0.003,3064.55,0.013,1.544
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,16,1,32,1704.25,0.104,0.004,3060.35,0.013,1.423
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,32,1,32,1708.8,0.107,0.004,3037.82,0.014,1.29
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,64,1,32,1712.22,0.106,0.003,2964.51,0.015,1.186
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,128,1,32,1709.13,0.105,0.003,2960.65,0.012,1.023
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,256,1,32,1703.68,0.102,0.004,2964.34,0.017,1.103
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,512,1,32,1704.59,0.106,0.004,2972.13,0.011,1.03
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,1024,1,32,1709.13,0.105,0.002,3013.02,0.014,1.166
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,1,1,32,1708.86,0.106,0.003,3342.33,0.014,1.261
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,2,1,32,1710.98,0.098,0.003,3133.89,0.016,2.207
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,4,1,32,1709.69,0.102,0.003,3039.41,0.016,1.402
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,8,1,32,1708.01,0.102,0.012,2996.49,0.014,1.444
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,16,1,32,1705.58,0.108,0.003,3008.2,0.013,1.263
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,32,1,32,1708.26,0.097,0.003,2941.73,0.015,1.231
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,64,1,32,1707.4,0.098,0.013,2936.43,0.025,1.146
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,128,1,32,1699.71,0.102,0.003,2942.82,0.011,1.042
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,256,1,32,1708.87,0.107,0.004,3008.87,0.013,1.172
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,512,1,32,1702.74,0.071,0.015,2977.43,0.011,1.097
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,1,1,32,1708.47,0.103,0.003,3136.14,0.015,1.499
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,2,1,32,1708.03,0.1,0.003,3041.59,0.014,1.492
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,4,1,32,1709.72,0.111,0.003,3051.45,0.013,2.056
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,8,1,32,1709.59,0.1,0.003,2934.08,0.009,1.964
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,16,1,32,1710.35,0.104,0.003,2936.25,0.013,1.212
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,32,1,32,1709.09,0.106,0.003,2940.72,0.013,1.894
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,64,1,32,1711.17,0.101,0.003,2994.57,0.012,1.871
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,128,1,32,1713.31,0.1,0.003,2958.54,0.017,1.775
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,256,1,32,1713.42,0.105,0.002,2973.24,0.009,1.134
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,1,1,32,1710.36,0.103,0.004,3018.11,0.032,1.435
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,2,1,32,1709.41,0.103,0.003,2971.95,0.016,1.446
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,4,1,32,1709.13,0.098,0.003,2996.61,0.013,1.255
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,8,1,32,1710.97,0.103,0.003,2932.12,0.015,1.204
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,16,1,32,1708.98,0.119,0.003,2919.46,0.016,1.035
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,32,1,32,1708.26,0.109,0.003,2931.63,0.015,0.957
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,64,1,32,1704.08,0.104,0.003,2993.29,0.039,1.096
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,128,1,32,1707.64,0.101,0.003,2967.5,0.011,1.063
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,1,1,32,1708.3,0.103,0.003,2964.94,0.013,1.454
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,2,1,32,1707.31,0.109,0.003,2934.07,0.016,1.048
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,4,1,32,1703.33,0.1,0.003,2976.99,0.014,1.104
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,8,1,32,1708.66,0.098,0.003,2934.77,0.013,1.822
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,16,1,32,1704.93,0.104,0.003,2924.17,0.014,1.049
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,32,1,32,1707.11,0.107,0.003,2932.51,0.009,1.816
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,64,1,32,1722.2,0.12,0.003,3021.89,0.012,1.076
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,1,1,32,1708.76,0.105,0.004,2933.24,0.013,1.22
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,2,1,32,1708.19,0.102,0.003,2919.61,0.015,1.141
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,4,1,32,1709.81,0.1,0.003,2919.14,0.012,1.812
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,8,1,32,1709.61,0.102,0.003,2982.62,0.015,1.932
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,16,1,32,1711.85,0.1,0.003,2936.96,0.007,1.121
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,32,1,32,1708.74,0.11,0.003,2970.95,0.015,1.863
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,1,1,32,1717.07,0.105,0.003,2923.14,0.014,1.941
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,2,1,32,1714.02,0.107,0.003,2980.23,0.012,1.005
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,4,1,32,1708.3,0.102,0.003,2924.82,0.012,1.079
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,8,1,32,1705.69,0.105,0.003,2929.05,0.014,1.788
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,16,1,32,1713.12,0.105,0.003,2957.54,0.011,1.163
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,1,1,32,1708.8,0.104,0.003,2977.05,0.017,1.133
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,2,1,32,1714.62,0.103,0.003,2918.17,0.011,0.991
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,4,1,32,1708.36,0.102,0.003,2930.92,0.011,1.091
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,8,1,32,1703.7,0.102,0.003,2960.33,0.012,1.035
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,1,1,32,1708.81,0.103,0.002,2989.11,0.012,1.023
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,2,1,32,1708.47,0.105,0.003,2930.79,0.012,1.066
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,4,1,32,1707.79,0.1,0.003,2962.99,0.011,1.109
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,1,1,32,1708.14,0.101,0.003,2935.85,0.011,1.066
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,2,1,32,1708.35,0.099,0.003,3007.13,0.011,1.049
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1024,1,1,32,1711.33,0.101,0.004,2954.86,0.015,1.187
